conversation_id,customer_message,gold_intent,predicted_intent,confidence,gold_escalation,predicted_decision,decision_reason,reply,retrieved_evidence
1157230,"@AmazonHelp I've tried everything. Factory reset etc. It's completely random, drops signal at any time on any day. Almost unusable now.",account_email_or_login,other_or_unclear,0.6927,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1610000"", ""similarity"": 0.2349, ""customer_message"": ""@AmazonHelp I called you guys already thank you. Had to factory reset. Hopefully this is a one off. Shouldn\u2019t have to factory reset everyday"", ""historical_response"": ""@393690 Yes definitely agree, glad it's sorted. Keep us posted should the issue come back. ^RS""}, {""conversation_id"": ""782344"", ""similarity"": 0.1646, ""customer_message"": ""@AmazonHelp Tried everything but no use!"", ""historical_response"": ""@306748 I understand your concern regarding the pick up. We'd like to help you with this. Kindly drop your details here: https://t.co/beaaDm0muc and we\u2019ll get in touch with you. ^BV""}, {""conversation_id"": ""2727996"", ""similarity"": 0.1534, ""customer_message"": ""@AmazonHelp I\u2019ve tried that but no response"", ""historical_response"": ""@118710 How long has it been since you've contacted the seller? Sellers will reply within 2 business days. ^AB""}]"
1199446,@AmazonHelp I need a call on this no 9818238051,payment_or_card_charge,other_or_unclear,0.8115,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""775398"", ""similarity"": 0.2888, ""customer_message"": ""@AmazonHelp Pls call on 9370738783"", ""historical_response"": ""@305267 Please don't provide your order details, as we consider it to be personal info. Our page is visible to the public. 2/2 ^PS""}, {""conversation_id"": ""1889525"", ""similarity"": 0.2684, ""customer_message"": ""@AmazonHelp Have already sent email n made call on this.   I m totally disappointed."", ""historical_response"": ""@350881 here: https://t.co/beaaDm0muc, we'll get back to you soon. 2/2 ^AP""}, {""conversation_id"": ""1591114"", ""similarity"": 0.2482, ""customer_message"": ""@AmazonHelp i need it today!"", ""historical_response"": ""@172818 I'm sorry for the inconvenience! Please let us know if it doesn't arrive by tomorrow here: https://t.co/hApLpMlfHN ^DW""}]"
1212214,@AmazonHelp はーい、すぐ捨てました！メールアドレスが変だったので、明らかに分かって良かったです,gift_card_or_promotion,other_or_unclear,0.9693,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""662715"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp \u306f\u30fc\u3044"", ""historical_response"": ""@277892 \u304a\u624b\u6570\u3067\u3059\u304c\u3001\u3088\u308d\u3057\u304f\u304a\u9858\u3044\u3044\u305f\u3057\u307e\u3059\ud83d\ude4f YM""}, {""conversation_id"": ""1326301"", ""similarity"": 0.6351, ""customer_message"": ""@AmazonHelp \u306f\u30fc\u3044\n\u5f85\u3063\u3066\u307e\u30fc\u3059\u3002"", ""historical_response"": ""@429460 \u6050\u308c\u5165\u308a\u307e\u3059\u3001\u3069\u3046\u305e\u3088\u308d\u3057\u304f\u304a\u9858\u3044\u3044\u305f\u3057\u307e\u3059\u3002\u3000SM""}, {""conversation_id"": ""2874966"", ""similarity"": 0.5258, ""customer_message"": ""@AmazonHelp \u4e45\u3005\u306bPC\u3092\u5f15\u3063\u5f35\u308a\u51fa\u3057\u3066\u898b\u305f\u3089\u3001\u3042\u3089\u5206\u304b\u308a\u3084\u3059\u3044\u3002\u30ab\u30fc\u30bd\u30eb\u3092\u5408\u308f\u305b\u308b\u3060\u3051\u3067\u60c5\u5831\u304c\u51fa\u308b\u3093\u3067\u3059\u306d\u3002\n\n\u3042\u3001\u4e86\u89e3\u3067\u3059\u3002\u3042\u308a\u304c\u3068\u3046\u3054\u3056\u3044\u307e\u3059&gt;\u30d7\u30e9\u30a4\u30e0\u30d3\u30c7\u30aa\n\n\u3069\u3046\u3082\u304a\u9a12\u304c\u305b\u3057\u307e\u3057\u305f\u3002\u3042\u308a\u304c\u3068\u3046\u3054\u3056\u3044\u307e\u3059\u3002"", ""historical_response"": ""@795067 \u308f\u3056\u308f\u3056PC\u30b5\u30a4\u30c8\u3067\u3054\u78ba\u8a8d\u3044\u305f\u3060\u304d\u3001\u6050\u7e2e\u3067\u3059\u3002\u3069\u3046\u305e\u3054\u6d3b\u7528\u304f\u3060\u3055\u3044\u3002\n\u4eca\u5f8c\u3068\u3082\u30d7\u30e9\u30a4\u30e0\u30fb\u30d3\u30c7\u30aa\u3068\u3082\u3069\u3082\u3001Amazon\u3092\u3088\u308d\u3057\u304f\u304a\u9858\u3044\u3044\u305f\u3057\u307e\u3059m(_ _)m RI""}]"
1221818,@AmazonHelp No,website_app_or_technical_issue,other_or_unclear,0.9677,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1570851"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp No \ud83d\ude29? \ud83e\udd37\ud83c\udffd\u200d\u2640\ufe0f\ud83e\udd37\ud83c\udffd\u200d\u2640\ufe0f"", ""historical_response"": ""@484391 The following guidance should assist with contacting a seller: https://t.co/o8PvGVGvfN ^ST""}, {""conversation_id"": ""2686009"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp No"", ""historical_response"": ""@755357 Have you tried to contact us here, John: https://t.co/JzP7hlA23B for real-time assistance? Keep us posted on this delivery!^FR""}, {""conversation_id"": ""995411"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp No"", ""historical_response"": ""@205738 We want to make sure you receive your order. If not delivered by the time/date provided, please let us know. ^BV""}]"
1260144,@AmazonHelp Yes. Sometimes parcels have just been left on my doorstep!,refund_return_or_cancellation,other_or_unclear,0.7773,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2853750"", ""similarity"": 0.2798, ""customer_message"": ""@AmazonHelp Yes I have it was my garden, still ended up on my doorstep though"", ""historical_response"": ""@793319 Thanks for letting us know what happened. We'd like to help! Please reach out to us via phone or chat here: https://t.co/JzP7hlA23B ^AJ""}, {""conversation_id"": ""841353"", ""similarity"": 0.2718, ""customer_message"": ""@AmazonHelp Yes it says the parcels have been left at the takeaway on the corner- fine, but still disappointed in the drivers laziness to be honest \ud83d\ude48"", ""historical_response"": ""@320158 Sorry to hear that. Did the note leave any instructions? ^BM""}, {""conversation_id"": ""2931948"", ""similarity"": 0.2599, ""customer_message"": ""@AmazonHelp The delivery arrived today instead of tomorrow. I was out and it wasn't put in the safe place, just left on my doorstep!"", ""historical_response"": ""@434809 I am sorry to hear the order was left at your doorstep Gary. Can I ask, was the item intact please?^GA""}]"
1264502,"@AmazonHelp Doing that as we speak, printing labels and going to drop off at the local celeritas depot later.",prime_membership_or_benefits,delivery_delay,0.5433,ESCALATE,ESCALATE,Escalated because intent confidence 0.54 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2897601"", ""similarity"": 0.2797, ""customer_message"": ""@AmazonHelp Doing that now!  Thanks!"", ""historical_response"": ""@315712 You're welcome! We look forward to speaking with you. ^VR""}, {""conversation_id"": ""2774149"", ""similarity"": 0.2491, ""customer_message"": ""@AmazonHelp I'm doing that right now. Thanks."", ""historical_response"": ""@775311 You're welcome. Keep us updated. ^CR""}, {""conversation_id"": ""1387780"", ""similarity"": 0.2182, ""customer_message"": ""@AmazonHelp Yes, thanks. Hopefully it is getting resolved as we speak"", ""historical_response"": ""@442897 Please keep us posted. ^MC""}]"
127432,"@AmazonHelp Comprei algumas HQs: Batman Ano Zero, duas edições do Tio Patinhas da coleção do Don Rosa e a primeira edição recente em quadrinhos de De Volta Para O Futuro",account_email_or_login,prime_membership_or_benefits,0.6519,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.65 and best Knowledge similarity 0.72 meet the auto-handle thresholds.,"Que legal! Eles com certeza vão ficar bem bonitinhos na sua estante! :3 Abraço, Cacio! ^CR","[{""conversation_id"": ""455451"", ""similarity"": 0.7181, ""customer_message"": ""@AmazonHelp N\u00e3o... Mas op\u00e7\u00f5es n\u00e3o faltam, j\u00e1 que comprei bastante coisa, fora outros livros que est\u00e3o que foram comprados anteriormente e est\u00e3o esperando!"", ""historical_response"": ""@144616 Que legal! Eles com certeza v\u00e3o ficar bem bonitinhos na sua estante! :3 Abra\u00e7o, Cacio! ^CR""}, {""conversation_id"": ""2962684"", ""similarity"": 0.2772, ""customer_message"": ""@AmazonHelp A cole\u00e7\u00e3o de Knights of Sidonia, edi\u00e7\u00e3o da @113695"", ""historical_response"": ""@817523 Opa, que compra legal! Tomara que curta muito da leitura! :D ^CR""}, {""conversation_id"": ""593356"", ""similarity"": 0.2202, ""customer_message"": ""@AmazonHelp Sim. \u00c9 \u00f3timo!"", ""historical_response"": ""@260492 Legal demais!\ud83d\ude01 Me diga, voc\u00ea e seu filho j\u00e1 assistir\u00e3o o filme?\ud83d\udc68\u200d\ud83d\udc66\ud83e\udd14 ^HC""}]"
1303740,@AmazonHelp I can't sign from that link for help cuz it won't acknowledge my email address as valid,payment_or_card_charge,account_email_or_login,0.9722,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.97 and best Knowledge similarity 0.24 meet the auto-handle thresholds.,I'm sorry you can't sign in! Have you tried resetting your password? For more information:  ^TK,"[{""conversation_id"": ""47897"", ""similarity"": 0.2378, ""customer_message"": ""@AmazonHelp  I can\u2019t sign back in."", ""historical_response"": ""@126711 I'm sorry you can't sign in! Have you tried resetting your password? For more information: https://t.co/PN7wM319HV ^TK""}, {""conversation_id"": ""121096"", ""similarity"": 0.2217, ""customer_message"": ""@AmazonHelp I have emailed from that link."", ""historical_response"": ""@142953 Without giving personal or account information, could you tell us a bit more about what's going on? If you need to reach out to us, you can do so here: https://t.co/JzP7hlA23B. ^DG""}, {""conversation_id"": ""2536375"", ""similarity"": 0.2097, ""customer_message"": ""@AmazonHelp Thanks for help. :)"", ""historical_response"": ""@721546 Anytime! We are here to help ^CR""}]"
1331875,@AmazonHelp I have already shared all my details on this form.,gift_card_or_promotion,other_or_unclear,0.8032,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""526588"", ""similarity"": 0.355, ""customer_message"": ""@AmazonHelp I have shared my details...."", ""historical_response"": ""@241865 Thank you for confirming, we will look into it and get back to you soon with an update. ^SI""}, {""conversation_id"": ""779992"", ""similarity"": 0.3538, ""customer_message"": ""@AmazonHelp Provided the details."", ""historical_response"": ""@306236 Thanks for sharing your details. We'll reach out to you at the earliest. ^SA""}, {""conversation_id"": ""379347"", ""similarity"": 0.3443, ""customer_message"": ""@AmazonHelp Thanks....but please help and solve my problem..."", ""historical_response"": ""@169493 Kindly wait and we shall connect with you soon. ^SH""}]"
1334746,"@AmazonHelp y , ohh now you act as good company with policy that's grace full ,fucking amazon",website_app_or_technical_issue,other_or_unclear,0.6243,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1120444"", ""similarity"": 0.2153, ""customer_message"": ""@AmazonHelp Ohh, so innocent. Lol\nShame on you Amazon."", ""historical_response"": ""@177530 I appreciate your understanding in this regard. (2/2)^HR""}, {""conversation_id"": ""861200"", ""similarity"": 0.1776, ""customer_message"": ""@AmazonHelp Not good company oneplus\nNot good 5T\nMobile phone\n9723269852"", ""historical_response"": ""@190745 Further, we'll not be able to provide any further insight on this. ^SG(2/2)""}, {""conversation_id"": ""343873"", ""similarity"": 0.1578, ""customer_message"": ""@AmazonHelp Ouii gr\u00e2ce a vous merci \ud83d\udc4d"", ""historical_response"": ""@197815 Profitez-en :p ^AR""}]"
1341619,"@AmazonHelp Contacted CC regarding problem, and with bank too. But people are pelting stones on each other in front of me but no solution ! What to do?",payment_or_card_charge,payment_or_card_charge,0.5482,AUTO-HANDLE,ESCALATE,Escalated because intent confidence 0.55 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""761199"", ""similarity"": 0.2127, ""customer_message"": ""@AmazonHelp Contacted!"", ""historical_response"": ""@301877 I'm so sorry! We'd like to look into our available options. Please reach us here: https://t.co/JzP7hlA23B ^AG""}, {""conversation_id"": ""1341512"", ""similarity"": 0.1682, ""customer_message"": ""@AmazonHelp talked several times but no solution"", ""historical_response"": ""@172452 Apologies for the ordeal Ramesh. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN""}, {""conversation_id"": ""843519"", ""similarity"": 0.162, ""customer_message"": ""@AmazonHelp @115850  what to do"", ""historical_response"": ""@320576 Did you happen to report this to our support team? If no, please contact us here: \nhttps://t.co/vlvfJr4nN9 so we can assist you. ^PJ""}]"
1341661,@AmazonHelp Yez i got a reply tuesday saying dear friend i will send you more . I dont want it i.ordered it on 29th sep it took a month to come,prime_membership_or_benefits,other_or_unclear,0.4918,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.49 is below 0.60; best Knowledge similarity 0.16 is below 0.20.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""399109"", ""similarity"": 0.1564, ""customer_message"": ""@AmazonHelp Haven't been told anything! It was supposed to come on my prime. Ordered it on Thursday"", ""historical_response"": ""@210362 Thanks for clarifying. Please get in touch - https://t.co/JzP7hlA23B we'll be happy to look into your concern further. ^TP""}, {""conversation_id"": ""124773"", ""similarity"": 0.1451, ""customer_message"": ""@AmazonHelp Even sending to you my order number?"", ""historical_response"": ""@143952 I'm sorry but we're unable to access your account or order number via Twitter. The link provided will provide the available options. ^SJ""}, {""conversation_id"": ""156765"", ""similarity"": 0.1378, ""customer_message"": ""@AmazonHelp Damnnnn no way, waited a whole month to get it as well \ud83d\ude2b"", ""historical_response"": ""@152003 Hi, Craig! Thanks so much for reaching out to us and I'm sorry to hear about the cancellation of your ps4. Once an order is canceled, we aren't able to undo this change. You can keep an eye out online for any changes in stock on this item. I hope this helps! ^VR""}]"
1365441,"@AmazonHelp By Amazon. Four cds, one of which had been preordered.",account_email_or_login,other_or_unclear,0.5855,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.59 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2773778"", ""similarity"": 0.4224, ""customer_message"": ""@AmazonHelp By Amazon."", ""historical_response"": ""@775238 Is the product sold and fulfilled by Amazon or by a seller from our website? ^VM""}, {""conversation_id"": ""1297927"", ""similarity"": 0.2146, ""customer_message"": ""@AmazonHelp By @115821"", ""historical_response"": ""@423329 Thanks for confirming! Could you verify what resolution options are provided here?: https://t.co/lDVverMiAe We want to help! ^SD""}, {""conversation_id"": ""2594327"", ""similarity"": 0.1904, ""customer_message"": ""@AmazonHelp By Amazon, because it'a an international shipment"", ""historical_response"": ""@734643 I'm sorry for the trouble! Let's go over your available options here:  https://t.co/hApLpMlfHN  ^LL""}]"
1382678,"@AmazonHelp Bonjour YL, le 24 octobre (et la commande est à aller chercher directement à Amazon locker)",payment_or_card_charge,other_or_unclear,0.7331,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1044282"", ""similarity"": 0.2846, ""customer_message"": ""@AmazonHelp Bonjour C10042036133"", ""historical_response"": ""@366923 N'ayant pas acc\u00e8s \u00e0 votre compte depuis Twitter, je vous invite \u00e0 contacter notre SAV via : https://t.co/V90zRBRacA ^FA""}, {""conversation_id"": ""1327008"", ""similarity"": 0.2177, ""customer_message"": ""@AmazonHelp Voil\u00e0 le bon num\u00e9ro C30006369103 \ud83d\ude0a"", ""historical_response"": ""@429612 J'ai remont\u00e9 la situation, et nous veillerons \u00e0 ce que ce type d'incident ne se reproduise plus lors de vos prochaines livraisons. \n^MD""}, {""conversation_id"": ""1993362"", ""similarity"": 0.1911, ""customer_message"": ""@AmazonHelp Le numero de commande c'est 403-7222900-0231521. Merci https://t.co/cYPMcxmhWu"", ""historical_response"": ""@588974 Bonjour, je suis d\u00e9sol\u00e9e pour cela. Quel est le transporteur qui a pris votre colis en charge? ^MA""}]"
141923,@AmazonHelp これからいっぱい読ませてもらいますとも！,refund_return_or_cancellation,other_or_unclear,0.9693,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1737114"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp \u4ed8\u3044\u3066\u308b\u30dd\u30b9\u30bf\u30fc\u304c\u9055\u3063\u305f"", ""historical_response"": ""@524400 (2/2)\u30a2\u30de\u30be\u30f3\u304c\u767a\u9001\u5546\u54c1\u306e\u5834\u5408\u3001\u4ee5\u4e0b\u30ea\u30f3\u30af\u3088\u308a\u30ab\u30b9\u30bf\u30de\u30fc\u30b5\u30fc\u30d3\u30b9\u306b\u3054\u9023\u7d61\u304f\u3060\u3055\u3044\u3002https://t.co/J6YEizo6qC\u3000\u51fa\u54c1\u8005\u8ca9\u58f2\u767a\u9001\u5546\u54c1\u306e\u5834\u5408\u3001\u4ee5\u4e0b\u3054\u53c2\u7167\u306e\u4e0a\u76f4\u63a5\u3054\u9023\u7d61\u304f\u3060\u3055\u3044\u3002https://t.co/MtlmlvvBKB HM""}, {""conversation_id"": ""1906861"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp \u30e1\u30fc\u30eb\u9001\u308a\u307e\u3057\u305f\uff01"", ""historical_response"": ""@568155 \u304a\u624b\u6570\u3092\u304a\u304b\u3051\u3057\u307e\u3057\u305f\u3002\u5bfe\u5fdc\u3092\u304a\u5f85\u3061\u304f\u3060\u3055\u3044\u3002 EK""}, {""conversation_id"": ""527127"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp Yayyy\ud83d\ude0d\ud83d\ude0d"", ""historical_response"": ""@242006 Fresh smell with a delight from the author. Seems perfect weekend! :D""}]"
1427986,@AmazonHelp I have filled all these forms a number of times. Do open my profile &amp; interaction details. What the hell u r xpecting frm ur customer?,prime_membership_or_benefits,other_or_unclear,0.6756,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear; best Knowledge similarity 0.20 is below 0.20.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""243221"", ""similarity"": 0.1966, ""customer_message"": ""@AmazonHelp I had filled all details"", ""historical_response"": ""@173753 We've received your details and we'll reach out to you soon. ^AS""}, {""conversation_id"": ""726383"", ""similarity"": 0.1655, ""customer_message"": ""@AmazonHelp Have filled it up"", ""historical_response"": ""@293997 Thanks for filling the details. We'll get back to you as soon as possible.  ^HS""}, {""conversation_id"": ""1206118"", ""similarity"": 0.1644, ""customer_message"": ""@AmazonHelp @AmazonHelp  I have filled the form."", ""historical_response"": ""@403251 Sorry to know that, please reply to the email you received from our team and we'll contact you soon. ^PS""}]"
1432332,"@AmazonHelp i have faced 3 times problem in amazon. i have chat, call , TL talk,everything, they are not listening.jst say sorry,this wil nt hpn in futr",account_email_or_login,other_or_unclear,0.6839,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear; best Knowledge similarity 0.17 is below 0.20.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1917079"", ""similarity"": 0.1738, ""customer_message"": ""@AmazonHelp Have done everything. Chat, Call but I give in. I don't expect any more @AmazonHelp"", ""historical_response"": ""@571004 Apologies, please fill this form: https://t.co/beaaDm0muc and we'll get back to you soon. ^SI""}, {""conversation_id"": ""345646"", ""similarity"": 0.1692, ""customer_message"": ""@AmazonHelp They are not solving my problem in fact they are wasting my time"", ""historical_response"": ""@198254 That's strange. Let us help out Please drop your details here: https://t.co/zkSmzoqN4A and we'll reach out to you soon. ^VM""}, {""conversation_id"": ""780437"", ""similarity"": 0.1572, ""customer_message"": ""@AmazonHelp I have tried everything they just assure it won't happen again but this happened to me 2 times in 3 days"", ""historical_response"": ""@306339 Sorry for the hassle. I\u2019d like to assist you. Please fill this form: https://t.co/beaaDm0muc and I\u2019ll contact you soon. ^NK""}]"
1466026,@AmazonHelp I never received a package that is displayed as delivered. Hoping to learn what happened and get it sorted out. Can you help?,payment_or_card_charge,delivery_delay,0.9749,AUTO-HANDLE,ESCALATE,Escalated because best Knowledge similarity 0.19 is below 0.20.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""277140"", ""similarity"": 0.1874, ""customer_message"": ""@AmazonHelp Hoping to get back"", ""historical_response"": ""@182219 I'll forward your feedback to the appropriate team internally, Shubham. ^NK""}, {""conversation_id"": ""2286548"", ""similarity"": 0.1712, ""customer_message"": ""@AmazonHelp I never received a phone call"", ""historical_response"": ""@664400 Please check your e-mail inbox and junk/spam folders for a response from our team. You can also view e-mails sent in your Amazon Message Center: https://t.co/Of2bBBlFDk ^LR""}, {""conversation_id"": ""1704095"", ""similarity"": 0.1657, ""customer_message"": ""@AmazonHelp Thank you for your reply I managed to ring and get it sorted, thank you again :)"", ""historical_response"": ""@516556 (2/2) We'd still like to assist. Please reach out to us so we can look into your order: https://t.co/hApLpMlfHN ^AR""}]"
1476906,@AmazonHelp Can I purchase a UK version of the Call of Duty: World War 2 digital deluxe edition through the website?,gift_card_or_promotion,website_app_or_technical_issue,0.6755,AUTO-HANDLE,ESCALATE,Escalated because best Knowledge similarity 0.20 is below 0.20.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2277412"", ""similarity"": 0.1987, ""customer_message"": ""@AmazonHelp @662281 World Hunger"", ""historical_response"": ""@662281 Hey! We could never be angry with you \ud83d\ude00 . So what would you like to talk to us about? #CuriousToKnow \ud83d\ude09 ^RS""}, {""conversation_id"": ""973126"", ""similarity"": 0.1893, ""customer_message"": ""@AmazonHelp YES! But why can't I purchase the kindle version?"", ""historical_response"": ""@350793 That's unusual, call our kindle team here: https://t.co/yIXcQRJaCU &amp; we'll check this for you. ^MJ""}, {""conversation_id"": ""2424654"", ""similarity"": 0.1722, ""customer_message"": ""@AmazonHelp already done that and installed the latest version of the firmware"", ""historical_response"": ""@696274 I'm sorry for the trouble with your Fire TV. Try restarting according to these steps: https://t.co/5v64w5KpSg ^SJ""}]"
1479146,@AmazonHelp わかりました,refund_return_or_cancellation,other_or_unclear,0.9223,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""382586"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp \u308f\u304b\u308a\u307e\u3057\u305f\u3002\u8fc5\u901f\u306a\u304a\u8fd4\u4e8b\u3042\u308a\u304c\u3068\u3046\u3054\u3056\u3044\u307e\u3057\u305f\u3002"", ""historical_response"": ""@206698 \u3068\u3093\u3067\u3082\u306a\u3044\u3053\u3068\u3067\u3059\u3002\u3054\u5fc3\u914d\u3001\u306a\u3089\u3073\u306b\u304a\u624b\u6570\u3092\u304a\u304b\u3051\u3044\u305f\u3057\u307e\u3059\u304c\u3001\u3069\u3046\u305e\u3088\u308d\u3057\u304f\u304a\u9858\u3044\u3044\u305f\u3057\u307e\u3059\u3002ET""}, {""conversation_id"": ""2608080"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp \u308f\u304b\u308a\u307e\u3057\u305f\u3002\n\u7126\u3089\u305a\u307e\u3063\u3066\u3044\u307e\u3059\ud83d\ude0a"", ""historical_response"": ""@737740 \u3054\u5fc3\u914d\u3092\u304a\u304b\u3051\u3057\u307e\u3059\u304c\u3001\u4eca\u3057\u3070\u3089\u304f\u304a\u5f85\u3061\u304f\u3060\u3055\u3044\u307e\u305b(*''\u03c9''*)\n\u306a\u304a\u3001\u4f55\u304b\u3054\u4e0d\u660e\u306a\u70b9\u304c\u3042\u308a\u307e\u3057\u305f\u3089\u3001\u3054\u9060\u616e\u306a\u304f\u304a\u77e5\u3089\u305b\u304f\u3060\u3055\u3044\u3002TY""}, {""conversation_id"": ""269111"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp \u308f\u304b\u308a\u307e\u3057\u305f\u3001\u304a\u624b\u6570\u304a\u304b\u3051\u3057\u3066\u7533\u3057\u8a33\u3054\u3056\u3044\u307e\u305b\u3093"", ""historical_response"": ""@180167 \u3054\u4e0d\u660e\u306a\u70b9\u304c\u3054\u3056\u3044\u307e\u3057\u305f\u3089\u3054\u9060\u616e\u306a\u304f\u3054\u8cea\u554f\u304f\u3060\u3055\u3044\u3002\u4eca\u5f8c\u3068\u3082\u3069\u3046\u305e\u3088\u308d\u3057\u304f\u304a\u9858\u3044\u3044\u305f\u3057\u307e\u3059\u3002SK""}]"
1504840,"@AmazonHelp Yes, I did it’s now anywhere from tomorrow to Wednesday when I pay for two day shipping. Your logistics contact confirmed that YOU (@115821) lost the package and the notifications that are sent out are FALSE.",refund_return_or_cancellation,delivery_delay,0.9912,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.99 and best Knowledge similarity 0.29 meet the auto-handle thresholds.,We'd like to look into options for your Prime shipping with you. Please reach out to us here:  ^AJ,"[{""conversation_id"": ""859587"", ""similarity"": 0.2915, ""customer_message"": ""@AmazonHelp Yes, it is just inconvenient when I pay for two day shipping that is when I expect it"", ""historical_response"": ""@324096 We'd like to look into options for your Prime shipping with you. Please reach out to us here: https://t.co/hApLpMlfHN ^AJ""}, {""conversation_id"": ""1256966"", ""similarity"": 0.1829, ""customer_message"": ""@AmazonHelp yes I did that."", ""historical_response"": ""@214772 Have you submitted your details through the link shared previously? ^HK""}, {""conversation_id"": ""1719088"", ""similarity"": 0.1772, ""customer_message"": ""@AmazonHelp Prime customer, two day shipping"", ""historical_response"": ""@520445 Thanks- Two day shipping would start once the item is dispatched. This order may need longer in dispatch process ^NV""}]"
1510454,@AmazonHelp Essentially yeah. It was supposed to arrive on Tues and now it just seems to be completely lost.,prime_membership_or_benefits,delivery_delay,0.9434,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.94 and best Knowledge similarity 0.28 meet the auto-handle thresholds.,Oh no! I'm sorry your order is taking longer than expected! Which carrier was assigned to your order and what is the most recent tracking scan shown here:,"[{""conversation_id"": ""524853"", ""similarity"": 0.282, ""customer_message"": ""@AmazonHelp Yes, it was supposed to arrive yesterday and now it says it will not arrive until the 4th https://t.co/LXzmtPN1JE"", ""historical_response"": ""@241381 Oh no! I'm sorry your order is taking longer than expected! Which carrier was assigned to your order and what is the most recent tracking scan shown here: https://t.co/Y5jpI9ys9c?""}, {""conversation_id"": ""527614"", ""similarity"": 0.2722, ""customer_message"": ""@AmazonHelp It was supposed to be here today"", ""historical_response"": ""@242137 Sorry to hear this, Katrina. What day did we give for delivery at checkout and in the confirmation email?^SM""}, {""conversation_id"": ""2576956"", ""similarity"": 0.2498, ""customer_message"": ""@AmazonHelp Lp collect"", ""historical_response"": ""@730685 I'm sorry for the inconvenience. Could you please contact our Customer Service to check this directly : https://t.co/qzuu0dyeP7 ^MH""}]"
