conversation_id,customer_message,conversation_context,historical_brand_response,proposed_intent,human_intent,human_escalation,human_notes
1755277,@AmazonHelp Perfect thank you 🙏🏽,"AmazonHelp: @261579 Great question, Sian! You can check your Audible membership here: https://t.co/n5yGrmMMls I hope this helps! ^FD",@261579 Anytime! That's what we're here for! 😊 ^TK,other_or_unclear,,,
1827353,@AmazonHelp Can you please help? It’s really urgent as it carries Diwali gifts.,"AmazonHelp: @548442 Please don't provide your order details, as we consider them to be personal info. Our page is visible to the public. (2/2) ^GK",@548442 Please connect with our support team for assistance on it. ^RW,other_or_unclear,,,
1840593,@AmazonHelp U missed and crossed the deadline ...m getting out for delivery msg since last 3 days and then in day end unsuccesful msg..nobody even visit,AmazonHelp: @551612 I'm sorry for the situation your order is in. Did we happen to miss on the estimates mentioned to you order?  ^MJ,@551612 Apologies for the unpleasant experience. Kindly reach our support team here: https://t.co/vlvfJr4nN9. We'll have it checked. ^GS,delivery_delay,,,
18417,@AmazonHelp 連絡しましたよ。仕様だそうで。どういうつもりか存じませんが、かなり問題のある仕様だと思いますが。,AmazonHelp: @120093 突然失礼いたします、公式サポートです。ご投稿の件につきましては、状況をお調べした上でご案内させていただきますので、誠に恐れ入りますが、リンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN,@120093 当サイトのご利用に際しわかりづらい点があり、お手数をおかけいたしました。いただいた貴重なご意見は、真摯に受け止め、サービス向上に努めてまいります。　SM,other_or_unclear,,,
1857779,@AmazonHelp Is the specialist someone who will make amazon drivers actually show up on the day they say they will?,"AmazonHelp: @555539 I'd like for a specialist to review this, Peter. When you have the time, please tell us more here: https://t.co/HNVdmb4Ohk. ^SK",@555539 Sending us info via the link ^SK provided will allow Amazon Logistics to investigate your deliveries for improvements. ^SE,other_or_unclear,,,
1885901,@AmazonHelp いえいえ、都心部以外へのプライムナウのエリア拡大は難しい面もあるかと思います。いつも便利に使わさせていただいてますし、不満はないですよ…！,AmazonHelp: @562508 リプライ失礼いたします。ツイート拝見いたしました。現在、順次新しいエリアへの拡大を行っておりますが、対象外とのことでご不便をおかけしております。ご要望につきましては、担当部署へ申し伝えさせていただきます。HM,@562508 リプライいただきありがとうございます！みなさまに便利にお使いいただけるようサービス改善に努めておりますので、今後ともアマゾンをご愛顧いただければ幸いです m(_ _)m　夜分に突然のリプライ失礼いたしました。HM,other_or_unclear,,,
1891481,@AmazonHelp https://t.co/HFUQIX5xYw eng subtitles become unavailable after episode 20,AmazonHelp: @505083 Can you send me a link to the title/seasion? I'll have a look into this. ^SM,@505083 I pass it on to the responsible team - thank you. ^SM,other_or_unclear,,,
1895348,@AmazonHelp you did but I’ve deleted it so can’t remember properly. I think it was about ... https://t.co/XuPiwToim5,AmazonHelp: @564940 Sorry to hear this Rachael - did we email you with an explanation ? ^TD,@564940 Apologizes for any inconvenience caused by this. Please let us know if you experience any further delays. Thank you. ^NV,other_or_unclear,,,
1911957,"@AmazonHelp Friday, 11/24. Order #112-5072628-8257053",AmazonHelp: @228622 I'm sorry to hear we've disappointed you! What was the delivery date given in your confirmation e-mail here: https://t.co/rwPMbnG2Ly? ^KP,@228622 What is the current status of your order Eric: https://t.co/Y5jpI9gRhE? Did you get any emails advising of a possible delay?^MA,other_or_unclear,,,
207782,@AmazonHelp I’m physically disabled. Don’t have packing tape or printer for return label. What now? They didn’t even knock as I was home. Just left it.,AmazonHelp: @165144 I'm sorry it arrived in this condition! Pls see refund/replace options &amp; share packaging feedback: https://t.co/wjVGMCiw4Y ^WJ,"@165144 We would like to look into some other options that are available. Please reach out to us here: https://t.co/hApLpMlfHN 
^MT",refund_return_or_cancellation,,,
2094082,@AmazonHelp 🤔 will give it a shot,AmazonHelp: @618725 I'm sorry to hear about it. Did you try uninstalling and reinstalling the Prime video app. That might help. ^AM,"@618725 That's so strange, as informed please reinstall the app and if the problem still persists, we'll help you. ^SU",other_or_unclear,,,
2102992,"@AmazonHelp Isso, @AmazonHelp! O número do pedido é 701-9763498-8879444","AmazonHelp: @620960 Sinto muito pelo inconveniente, o seu pedido é um produto Sob Encomenda? ^VL",@620960 Pela segurança da sua conta lembre não colocar informação do pedido pois é informação sensível e este é um meio público 1/2,other_or_unclear,,,
2111032,@AmazonHelp Thanks Already done on amazon website . This is a very  criminal act as you can not denied to take Indian currency by your self until RBI generates the guidelines .10 rupess coin has not demonitized yet.,AmazonHelp: @622705 We'd like to understand this better. Write to us here: https://t.co/beaaDm0muc and we'll have this checked. ^MO,"@622705 I understand your concern. If you've shared the details in the link provided earlier, we'll have it checked internally. ^MO",website_app_or_technical_issue,,,
2149493,@AmazonHelp ありがとうございます。問い合わせさせていただきます。( ∩ˇωˇ∩),"AmazonHelp: @631743 ご心配をおかけし申し訳ございません。Tiwtterにて詳細を確認することができませんので、大変恐れ入りますが、再度カスタマーサービスまでご連絡ください。
https://t.co/J6YEizo6qC
お電話やチャットでご連絡いただくことも可能です。 YM",@631743 お手数をおかけいたしますが、よろしくお願いいたします🙇 YM,other_or_unclear,,,
2156996,@AmazonHelp Guide me by step as not able to raise request over there or arrange a call,AmazonHelp: @633648 That's odd. Kindly connect with us here: https://t.co/9mwpIdOzZn and we'll check this for you. ^MS,@633648 Please click on the link -&gt; select the reason -&gt; the issue you're facing -&gt; your preferred contact method. ^MP,other_or_unclear,,,
2220012,@AmazonHelp c'est impossible de le faire pour cette commande j'ai le screen si vous voulez en DM,"AmazonHelp: @648453 Bonjour, Je suis sincèrement désolée pour cela. L'avez-vous signalé à notre service client ? ^SB","@648453 Ci-après le lien pour contacter notre SAV afin de déposer une réclamation : https://t.co/hgIrz98cdI
^SM",other_or_unclear,,,
2220212,@AmazonHelp Exact,"AmazonHelp: @648487 Bonjour, désolée pour cela, vous avez reçu la mauvaise couleur pour votre article c'est bien cela ? 
^KE","@648487 J'en suis navrée, l'avez-vous signalé à notre service client afin d'y remédier ? 
^KE",other_or_unclear,,,
2230009,@AmazonHelp Pls keep on lisning.i hv faced some problm sometimes.please b with me.😀,AmazonHelp: @650791 We are listening! Please let us know how we may assist you? ^GD,@650791 We are right here for you! Could you please elaborate on the issue for us to assist you better? ^PB,other_or_unclear,,,
2252909,@AmazonHelp Is that a US-only link you have sent me? I'm in the UK so it doesn't work,"AmazonHelp: @118338 Oh no! I am so sorry to hear this, Victoria! If you'd like to reach out to us by phone, we will be happy to investigate this for you! You can contact us here: https://t.co/hApLpMlfHN Keep us updated on your delivery! We want to make sure it arrives! ^FR","@118338 😬 Yikes! My apologies, Victoria! This link will work much better: https://t.co/JzP7hlA23B ^FR",other_or_unclear,,,
2281552,"@AmazonHelp Pues para la semana que viene más o menos. Pero Taylor está poniendo ahora las fotos en Twitter y dando me gustas a tweets de gente con el album y la revista, cosa que no me va a pasar porqur todavía no los tengo.","AmazonHelp: @663187 ¡Hola! Lamentamos mucho las molestias que esta situación te esta causando, dinos, ¿ Cual es la fecha de entrega de tu pedido?^DS","@663187 En este caso, cuando este pedido sea enviado recibirás un correo electrónico de confirmación con la fecha de entrega, ya sea estimada o garantizada.
Puedes verificar dicha información mediante el siguiente enlace: https://t.co/R613kdYw9P ^JL",other_or_unclear,,,
2301054,@AmazonHelp Yes we have. And it clearly wasnt used.,"AmazonHelp: @667837 This isn't at all what we'd expect, truly sorry! Have you set up a Safe Space for deliveries if you're not in? Learn how: https://t.co/JSelBFoStj ^JE","@667837 I understand your frustration, Rachel. When you have the time, we'd welcome your feedback. Give us a shout here: https://t.co/JzP7hlA23B ^SK",other_or_unclear,,,
2301895,@AmazonHelp It’s arrived thanks,"AmazonHelp: @668038 Hey Kevin! Deliveries will generally run until 21:00, keep us posted.",@668038 Glad to hear it! ^TR,delivery_delay,,,
230820,@AmazonHelp Thank 👍,AmazonHelp: @170965 No problems reported John. Please reach out - https://t.co/JzP7hlA23B a member of our Alexa team will be happy to troubleshoot.^TP,"@170965 You're welcome, thanks for contacting us. ^JJ",other_or_unclear,,,
2309316,@AmazonHelp I still didn't get the refund,"AmazonHelp: @669796 Sorry to know you haven't received the refund. Please provide the requisite details here:https://t.co/beaaDm0muc so we can help you accordingly. Also, please don't provide your order details, we consider it to be personal info. Our page is visible to the public.^SF",@669796 We've emailed you here: https://t.co/DTSNmGldJf Kindly check and write back to it for further assistance. ^SY,refund_return_or_cancellation,,,
2322235,"@AmazonHelp Merci c'est bon ça s'est débloqué, j'ai réessayé quelques heures plus tard et c'était encore possible :)","AmazonHelp: @672914 Bonjour, n'ayant pas accès à votre compte depuis Twitter, je vous invite à vérifier la faisabilité de cela auprès de notre SAV. Vous pouvez le faire via ce lien : https://t.co/hgIrz98cdI
^ARC","@672914 Parfait ! N'hésitez pas à revenir vers nous en cas de besoin.
^ARC",other_or_unclear,,,
233442,@AmazonHelp Can you guys just arrange a call? I have no idea if my order is processed or not. Im a prime customer and used Amazon pay for the first time,AmazonHelp: @171575 Please contact us here: https://t.co/vlvfJr4nN9 Aditya. We'll check this for you. ^HN,"@171575 Please contact our support team from the above link, as we'll not be able to access your account details from here. ^HN",prime_membership_or_benefits,,,
2353882,@AmazonHelp Vielen Dank! Habe gerade mit dem Support gechattet und bin sehr dankbar für die schnelle Lösung.,AmazonHelp: @662488 Hi! Hier schlecht nachzuvollziehen. Meld dich bitte mal über https://t.co/ohyvGrpvrY bei uns. ^AS,@662488 Wunderbar! Danke für deine Rückmeldung! ^BL,other_or_unclear,,,
2364654,"@AmazonHelp Ok, grazie dell'info!",AmazonHelp: @682702 Tutti gli acquisti effettuati presso venditori Marketplace sono tutelati dalla Garanzia dalla A alla Z. Per maggiori informazioni clicca qui: https://t.co/xsdPo4GQ3C. A presto! ^GA,@682702 Figurati! A presto! ^GA,other_or_unclear,,,
2392624,"@AmazonHelp your executive just replied that they can help me till 17th of nov, but that is a gift whose bday is on 16th i can't wait till that, time and he was just not understanding the issue #saynottoamazon.in",AmazonHelp: @688999 That's quite a comment! We'd like to look into it. Could you please let us know what went wrong? ^BV,@688999 I understand that you are concerned about the order delivery. Please be advised that our products are shipped on time so they can reach you by the estimated delivery date. Could you please confirm if we have missed the mentioned time frame?^SF,other_or_unclear,,,
239639,"@AmazonHelp Your number has been blocked from receiving calls from our Call Me service.
Is this the way you help?",AmazonHelp: @172935 I'm sorry for the delay. Please contact us here:https://t.co/vlvfJr4nN9 and we'll be glad to help you. ^SI,@172935 Apologies for the inconvenience. Kindly drop us an email from the link provided above and our team will reach out to you. ^SA,other_or_unclear,,,
2412621,@AmazonHelp Gracias. De verdad que estoy pegado a la pantalla 😂,AmazonHelp: @693578 ¡Hola! Cualquier novedad será anunciada en nuestra página web. Te aconsejo estar atento 😀🕹🎮,"@693578 Con gusto, cualquier consulta no dudes en contactarnos. ¡Esperamos que lo puedas disfrutar pronto! ^KS",other_or_unclear,,,
2439627,@AmazonHelp Thanks for replying. I'm on my Windows 10 PC. I've restarted the browser (Chrome) and the entire PC to no avail.,AmazonHelp: @699733 Hey there! Sorry to hear you're having trouble with your songs. What kind of device are you using and have you tried restarting the device and/or app? ^AP,@699733 We would love to get you connected to the Mp3 Department for troubleshooting. Please reach out to us here: https://t.co/hApLpMlfHN ^SH,other_or_unclear,,,
2440749,"@AmazonHelp Eu cancelei o pedido do dia 01/11 e fiz de novo no dia 10/11... eu comprei o “Pretty Happy” que tbm é importado e chegou em 3 dias, sabe? Não quero que faturem a compra em dezembro poxa https://t.co/2eKTE9MdoU","AmazonHelp: @700001 Olá, Roberta! Pedimos desculpas pelo acontecido. Neste caso, qual é a data de entrega do seu pedido?. ^NB","@700001 Por motivo de segurança recomendamos não compartilhar informações pessoais ou da conta. Roberta, você confiriu se o cartão teve algum problema na hora de fazer a compra? ^MB",refund_return_or_cancellation,,,
2488902,"@AmazonHelp It just says tomorrow. And seriously, I was in, nobody came to the door, I was by it once the map said the driver left the previous delivery. And I can't stay in all of tomorrow! https://t.co/Lx22aiekgW",AmazonHelp: @672730 I'm so sorry we missed your delivery! Have you received an updated delivery date? ^AR,"@672730 At your convenience, please reach us directly via phone or chat so we can look into this and go over available options with you: https://t.co/qy3J24VGxb ^BV",delivery_delay,,,
2490574,@AmazonHelp Happens on my PC and my phone. App loads to this screen but I don’t see any settings regarding 1click+music https://t.co/dEcsEJO2S2,"AmazonHelp: @711133 Sorry for the troubles with Prime Music, Tristan! Have you tried clearing your cache and cookies or opening it in another browser/device? Let us know if that resolves the issue or not. We're here to help! ^TH",@711133 Thanks for the information. Please contact us here via phone or chat for live troubleshooting assistance: https://t.co/dNXwBZPiM6 ^GG,website_app_or_technical_issue,,,
2508110,"@AmazonHelp Yeah, I ordered something else and it worked. Shipping wasn't mentioned; but, must have been the problem. I'd make that more transparent. Thanks for the quick reply.","AmazonHelp: @715041 Generally, we would only prompt you to add a credit card to the order along with your gift card balance is if the expected order total surpasses the amount available within your gift card balance. Item cost plus possible tax and shipping fees. Hope this helps! ^SK",@715041 You're welcome! I'm glad you were able to help you get your order placed. Let us know if you need help with anything else! ^JP,delivery_delay,,,
2509302,"@AmazonHelp Hi, Apologies for the delayed reply, I've sent an email at long last :), Thanks",AmazonHelp: @168865 I'm so sorry for the frustration with the top up! We'd like to talk to you via chat or phone to take a look into this. Please reach us here: https://t.co/JzP7hlA23B. ^DG,@168865 No problem! :) ^KH,delivery_delay,,,
2511178,@AmazonHelp Iphone 6 plus. And was working perfectly till last evening 😀😀,AmazonHelp: @399506 That's odd! Could you let us know the device you're using so that we could check this out for you? ^VM,@399506 Please reach out to us from the link here: https://t.co/TxK11znixD and we will assist you accordingly. ^HR,other_or_unclear,,,
2512385,"@AmazonHelp Bonjour, bien sur, 
Livraison : 
Jeudi 26 octobre

Votre mode de livraison : 
Prime - Livraison en 1 jour ouvré","AmazonHelp: @716027 Bonjour; pouvez-vous m'indiquer la date de livraison qui vous a été communiquée dans l'e-mail de confirmation de commande ? 
^ARC",@716027 Je suis sincèrement désolé pour ce retard. L'avez-vous signalé à notre SAV afin qu'un suivi puisse être fait? ^ARC,prime_membership_or_benefits,,,
2513662,@AmazonHelp Fucking assholes i want product not emails. Emails are not going to solve my problem already replied to you mail u dumb people. https://t.co/iikwIJTz5Z,"AmazonHelp: @295979 I do get your concern. As informed, kindly reply to the email you've received from our team &amp; we'll look into this further.^MM","@295979 That's quite a comment, Jatin. As previously mentioned, you'll need to reply to the email sent by our team for more help. ^RS",other_or_unclear,,,
252782,@AmazonHelp had emailed customer service about a fake product and requested follow-ups and was promised a gift voucher for the trouble (1),AmazonHelp: @176072 Sorry for the trouble. Could you please tell us more about the issue for better understanding? ^HN,"@176072 Apologies for the trouble with gift card, Krunal. Please reach us from here: https://t.co/TdDksLo6Mf. Select call/chat. ^HD",gift_card_or_promotion,,,
25304,@AmazonHelp Wasn’t even brought up. I called and used the chat. Very disappointed.,"AmazonHelp: @121473 I'm sorry, Natalie! Did we give you any options as far as refunding or replacing the item? ^CN",@121473 My team would like to look into helping with this. Please provide your info &amp; we will reach out: https://t.co/2kHRWcnKYj ^RM,other_or_unclear,,,
2552268,"@AmazonHelp You check. I have provided details but haven't rec'd a reply. Further, this is a new problem. Every delivery is a problem. WTF!",AmazonHelp: @120030 confirm if you've shared the details in the link provided earlier here: https://t.co/iWdowwtVNH ? (2/2) ^MO,@120030 I get you're upset and I apologize for it. Request you to check for our response here: https://t.co/DTSNmGldJf .^SK,delivery_delay,,,
2573818,@AmazonHelp There’s no updates on my package from yesterday??? Mobile is only about 3 hours from me... so I’m confused on my package disappearance. https://t.co/RKE9r9yfRH,"AmazonHelp: @462357 This is definitely something we do not like to hear! Without providing any personal or account information, could you give us more information about what happened? We're here to help! ^JY","@462357 We are here to help, Laurenn! Have you used that tracking number on the carrier's website to find out what is happening with this delivery or where it is currently? Or have you contacted them to investigate? Keep us updated on this delivery! ^FR",delivery_delay,,,
2584269,@AmazonHelp It’s not even on the list. 🙄 it clearly states that it’s shipped and sold by amazon,"AmazonHelp: @404821 This certainly isn't the experience we want you to have! We'd like to ensure this feedback gets to our Packaging Team. When you have a moment, please provide us with your feedback here: https://t.co/MUPehTYzRV ^AC","@404821 We want to help, April! Shipments that are eligible for feedback are listed on the Rate 
Our Packaging Page. Just to clarify, was the item designated as a gift in your order details? You can learn more about eligible shipments here: https://t.co/jB5c2V9GxY ^NS",delivery_tracking,,,
2617302,@AmazonHelp Yes. All we’re supposed to be delivered today and now all of the dates have been pushed out to later this week. None are out for delivery today.,"AmazonHelp: @739725 Hi Katie. I'm sorry to hear about the trouble! Just to confirm, have we missed the delivery date given in your order confirmation email? You can also see this date here: https://t.co/Y5jpI9gRhE. ^HC",@739725 I am so sorry your packages will not be arriving when you expected. Were you given a reason for the delay via e-mail? ^VF,delivery_delay,,,
2633215,"@AmazonHelp Yes, it asked me to reset the password, then I did.",AmazonHelp: @362449 I'm sorry for the trouble with your account! Have you received any e-mails from us regarding this? ^SB,@362449 I'm sorry for the trouble! Let's go over available options together by phone here: https://t.co/zYVX1Qi29G  ^LL,account_email_or_login,,,
2671377,@AmazonHelp Les 2 fois où j’ai voulu passer la commande et lorsque je souhaite le détail d’une commande j’ai ce message. Je commande donc sur le site. https://t.co/yDq9F7cwer,AmazonHelp: @689331 Navrée d'apprendre cela. Pourriez-vous m'expliquer davantage la situation ? ^FA,@689331 Je comprends. Avez-vous contacté notre SAV pour faire les vérifications nécessaires? ^SB,other_or_unclear,,,
2675680,"@AmazonHelp I sure have.  If I ask to turn on bedroom lights or living room lights, it works. The issue is just with “lights” or “all lights”",AmazonHelp: @753136 Sorry for the troubles! Have you tried to restart your device? Keep us updated! ^AB,"@753136 In the app, look at the skills and suggestions. You can submit feedback through the ""having trouble with skill"" button. ^DA",other_or_unclear,,,
2675969,"@AmazonHelp The design of everyday things, do Don Norman. Vou ler mais rápido que a velocidade da luz hahaha",AmazonHelp: @753203 Que amorzão isso! Que livro comprou? ❤ ^DA,"@753203 Excelente eleção 😍❤️, desejamos que desfrute muito a leitura desse livro maravilhoso. Grande abraço! ^AZ",other_or_unclear,,,
2702003,"@AmazonHelp It is now 9:30pm something is telling me it’s not coming!
Also the furby expected 16th, then 17th, then 18th and still nothing https://t.co/Yu9VmPRJfa","AmazonHelp: @758977 Customer satisfaction is one of our highest priorities and I apologize if in this instance, we have missed the mark. What was the expected delivery date showing in your order details?  This can quickly be accessed from here:  https://t.co/Y5jpI9gRhE ^CH",@758977 Thank you for the info! Let's take a look in real time along with you to get this sorted here: https://t.co/JzP7hlA23B ^JZ,other_or_unclear,,,
2703124,"@AmazonHelp I can’t tell with certainty if you’re being sarcastic, but I’m not home right now so I’ll find out later 👍🏻","AmazonHelp: @759262 Oh no, Andy! Is the package safe? ^BE","@759262 I'm sorry for any miscommunication, Andy. Please do let us know if your package is alright when you get home. We're always here to help. ^AM",delivery_delay,,,
2725847,@AmazonHelp it says it got dispatched on Wednesday the 8th,"AmazonHelp: @764446 Hi, does the tracking show the item as having been dispatched? ^BZ",@764446 Sorry to hear your order is delayed. We don't have access to your account through Twitter. Please reach out to us here: https://t.co/JzP7hlA23B so we can look into this for you. ^ES,delivery_tracking,,,
2734308,@AmazonHelp Ja habe ich. Der Zusteller soll befragt werden. Dieser Vorgang würde drei Werktage in Anspruch nehmen,"AmazonHelp: @766361 Das ist aber nicht gut, wenn die Sendung nicht da ist, wo sie sein soll. Hast du das bereits in unserem Kundenservice reklamiert? Gruß ^AN","@766361 Das macht in dem Fall auch Sinn. Ich drück dir die Daumen, dass dein Paket noch gefunden wird. ^AN",other_or_unclear,,,
274266,@AmazonHelp Today (Friday).,"AmazonHelp: @181529 Hi, sorry to hear that, what delivery date was displayed during checkout? ^JJ","@181529 sorry to hear that, were you given a reason for the delay? ^AS",other_or_unclear,,,
2760857,@AmazonHelp めっちゃガンダム見ます,AmazonHelp: @772479 （´-`）.｡oO ( きっと良い休日になると思います )HM,@772479 ガンダムな休日、ぜひ実現させてください！(*‘∀‘) HM,other_or_unclear,,,
2761280,@AmazonHelp OK thank you,"AmazonHelp: @772573 I understand your concern regarding the refund. Please reach out to us here: https://t.co/vlvfJr4nN9 and we will help you. 

Please don’t provide your order details as we consider them to be personal info. Our page is visible to the public. ^AH",@772573 You are most welcome! Do keep us posted if any further concerns. ^SF,other_or_unclear,,,
2781823,@AmazonHelp j'ai commander un adaptateur et j'ai utilisé une carte prépayé Matsercard avec 70 euros dessus et Amazon m'a retiré 2 euros dessus ce qui fait que je ne sais plus payer l'adaptateur a 70 euros,"AmazonHelp: @776875 Bonjour, pourriez-vous m'expliquer la situation afin que je puisse vous aider ?^¨R",@776875 Avez-vous signalé cela à notre SAV ? ^MA,other_or_unclear,,,
2784508,"@AmazonHelp Original number called (the one full of ads) was 1-800-280-4331. At the end of the call it says to call 1-800-712-6600 for CS. Asks for last name and city/state, then mis-attributes identity to someone else with no way to correct it.","AmazonHelp: @777481 That doesn't sound right, Arnold! Will you confirm the number you initially reached? Also, tell us more about what caused you to contact us. Please don't share personal information for security reasons. ^CS","@777481 Thanks for the additional information. We are here to help! Without account details, could you tell us a little more about your issue? ^SW",other_or_unclear,,,
2789030,@AmazonHelp si ya y no tengo nada,"AmazonHelp: @275648 Hola, Verónica. Lamento los inconvenientes. ¿Ya verificaste en la carpeta de correo no deseado? ^CR",@275648 En este caso por favor entra en contacto con nuestro Departamento de Cuentas por el siguiente enlace: https://t.co/YCklWfNgzz    ^JJ,other_or_unclear,,,
2793044,@AmazonHelp Called 3 times. Extremely difficult to understand all 3 agents. One agent seemed completely clueless. I was having a problem w/past order.,"AmazonHelp: @779463 This isn't what we like to see! We want to help, will you tell us a little more about what happened without sharing account and order details? ^DW","@779463 I'm very sorry for the frustration, Shelby! Upon speaking with us, what options were provided to you about the issue with the past order? ^HM",other_or_unclear,,,
2829424,"@AmazonHelp Hi, Danke für die schnelle Antwort. Ja, nach der Neuanmeldung in der App. hat es inzwischen geklappt. 👍🏻","AmazonHelp: @787926 Hey Daniel, hast du dein Dot und die Alexa App schonmal neu gestartet? ^AM",@787926 Ok super :) ^MS,website_app_or_technical_issue,,,
2850701,"@AmazonHelp We sent a gift card to my daughters stepmother via Facebook messenger. She received it and tried to use it immediately, it was unusable","AmazonHelp: @792661 We'd like to help, Naina! Could you tell us more about what's going on? ^MT","@792661 We're still here to help! With Twitter, we have no access to account or order information. Where was the Gift Card purchased from? i.e. Amazon, or a physical store? Please, let us know! ^JE",gift_card_or_promotion,,,
2884976,@AmazonHelp You need more reindeer's.,"AmazonHelp: @800234 lol, I know and Santa can deliver everything in one night! Where are we going wrong!? ^AS","@800234 Perhaps we could recruit Rudolph! I heard Dasher was busy this year, lol ^GP",other_or_unclear,,,
2893158,@AmazonHelp Lol...no not yet. I think they are sulking!,AmazonHelp: @801892 Sorry to disappoint! 😋 Way to be creative though! Have you made these smiling parcels sing yet?! ^AB,"@801892 As long as they don't start singing Chumbawamba, all will be good in the world. 😂😂 ^AN",other_or_unclear,,,
2899708,"@AmazonHelp You don't make reaching out to you that easy! There's too many drop-downs. Anyway, I'm surprised the order was cancelled without any discussion, and refund was processed without discussion or reason. Not at all a happy customer today. Was hoping to receive the printer by tomorrow","AmazonHelp: @202245 That's strange, Kanak. We apologize for the inconvenience. Allow our support team to look into this for you. You can report this here: https://t.co/R3EfhzgU8B. ^NK","@202245 I get you being upset, Kanak. I'll ensure to forward your experience as a feedback to the concerned team for a review. Meanwhile, please approach the support team for further assistance. Appreciate your understanding. ^NK",refund_return_or_cancellation,,,
2909232,".@AmazonHelp Very interesting development; for some reason @115821 has been delivering all of our neighborhood's packages to xx77 and when the property manager there called amazon to ask them to stop, she was told to throw them away or donate them. Absolutely unacceptable.","AmazonHelp: @565720 I'm so sorry for this poor experience! When you spoke with us, were there any options provided? Also, was there any explanation for the mis-delivery? ^HS","@565720 That's definitely not the experience we hope for. When you check here: https://t.co/q4LAMZ3tbE, can you confirm for us the carrier that delivered these orders? ^GG",delivery_delay,,,
2934404,"@AmazonHelp I have already sent a couple of emails and already contacted the customer care, still no response and that's why i came here. Hmm.. dissappointed","AmazonHelp: @811376 I understand you are having issues with your account, please contact us here: https://t.co/hzHeBepYCo and our concerned team will help you. ^BS","@811376 I'm sorry for the inconvenience. As this is account related issue, our account specialist team would be the best ones to assist. Alternatively, you should have received an email from the concerned team. Please check and reply to the same for assistance.  ^HS",other_or_unclear,,,
294854,"@AmazonHelp Sorry but ur reply is no help at all

The email just said it was delivered to number ""xx"" but didn't confirm which road!",AmazonHelp: @186219 I'm sorry to hear this! Check these tips &amp; let us know if you still can't locate it: https://t.co/KKlPWfrsTn We're here to help! ^KN,@186219 We'd like to look into the delivery. Please contact us here: https://t.co/JzP7hlA23B ^LI,delivery_delay,,,
2965254,@AmazonHelp Ihr müsst meine Angst gerochen haben 😎😊,AmazonHelp: @136634 Ha! Siehst du? :D ^TA,@136634 *schnief* ;) ^LN,other_or_unclear,,,
309943,@AmazonHelp Watching local channels on DIRECTVnow app,"AmazonHelp: @189996 Glad to hear you had a positive experience with our support! What issues are you experiencing? We'd like to help, if we can. ^AM",@189996 Have you tried uninstalling/reinstalling the app? Please let us know if the issue continues. ^GG,website_app_or_technical_issue,,,
348935,"@AmazonHelp If i dnt get my order by 8pm today, i will post my story on all media platforms until it becomes viral and ur reputation is tarnished.",AmazonHelp: @183917 to you as soon as we receive an update from them. 2/2 ^SH,@183917 I request you to kindly wait till the time and I'm positive that the order would be delivered.  ^AS,other_or_unclear,,,
351824,@AmazonHelp I haven't. It was just delivered about 30 mins ago. What's the best way to contact you?,"AmazonHelp: @199681 Oh no, sorry to hear that, have you been in touch with us for a replacement? ^AS",@199681 Click here: https://t.co/JzP7hlA23B we'll help ^AS,delivery_delay,,,
353282,@AmazonHelp None up to now,"AmazonHelp: @187547 When you spoke with us through that link, what information were we able to provide? ^JZ",@187547 We've received your information and will be replying once we've reviewed the order details. ^MG,other_or_unclear,,,
359738,@AmazonHelp No they said they couldn’t help and yes the amount is the same every month,AmazonHelp: @201204 Did we say we'll be investigating it further? Is the dollar amount the same each month. Is there a description for it? ^MG,@201204 What insight/options did we provide regarding this matter? ^CO,other_or_unclear,,,
36480,@AmazonHelp I got one saying it would be a few day delay after I had ordered. But that was well over a week ago. Chat support said it was,AmazonHelp: @123957 I'm sorry we missed our mark. Did you receive an e-mail about a delay? Have you called to report this? ^CO,"@123957 I know how frustrating this is. We ask that you allow until 8pm today to deliver. If the item's not received, let us know! ^AL",delivery_delay,,,
376586,"@AmazonHelp Yup already did. It looks like you guys will investigate into the matter but it'll take 2-3 days, which is upsetting since I need it...asap",AmazonHelp: @205333 I'm sorry you didn't receive your stylus! Have you contacted us for available options? ^AM,"@205333 I can understand your frustration. Regarding the investigation, is this to locate the package? ^ST",other_or_unclear,,,
379449,@AmazonHelp @119862 would require your intervention here as this is a grave issue with no clarity on offer @AmazonHelp  is now denying the offer,AmazonHelp: @206028 I'd like to look into the issue and assist you with it. Please provide your details here: https://t.co/96Ehmfp6sW and 1/2 ^SH,@206028 As requested earlier share your details through the link so that we can look into the issue. ^SH,other_or_unclear,,,
384205,@AmazonHelp や、別に壊れるような商品ではないのでこれで構わんです。,AmazonHelp: @206998 アマゾンです。梱包についてご不快の念をおかけしております。よろしければ、今後の改善のため、こちらをご参照の上、梱包についてのご意見をお聞かせいただければ幸いです。https://t.co/oFmZMrFvDT ET,"@206998 恐れ入ります。
お客様の声をもとに梱包サービスの改善に努めてまいります。お手数をおかけいたしますが、よろしければ先程のリンクより、忌憚のないご意見をお寄せいただければと存じます。RI",other_or_unclear,,,
403519,@AmazonHelp Um yea.. those prices,AmazonHelp: @211506 I see that it's available from other sellers. You can see all the available purchase options here: https://t.co/ytsbWR8dJf ^JF,@211506 We currently don't have info on when or if we will have them back in stock other than these. Keep a look out for updates! ^HC,other_or_unclear,,,
